Gewaesser;Mst.-Name;MST_NR;DATUM;Probestelle;Form;DV-Nr.;Taxon;Dimension;Messwert;Erscheinungsform;CF;LAKE_TYPE;LAKE_TYPE_SIMPLIFIED;LAKE_TYPE2;YEAR
Tegernsee;Transekt 1;109466;15.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 1;109466;15.08.2014;0-1 m;S;7609;Chara contraria var. hispidula;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 2;109473;15.08.2014;0-1 m;S;7486;Chara aspera;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 2;109473;15.08.2014;0-1 m;S;7170;Chara contraria;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 2;109473;15.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;7486;Chara aspera;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;7170;Chara contraria;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;17615;Chara virgata;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;7609;Chara contraria var. hispidula;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 2;109473;15.08.2014;0-1 m;S;2061;Potamogeton filiformis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 2;109473;15.08.2014;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;2011;Elodea canadensis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;2016;Hippuris vulgaris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 3;109478;15.08.2014;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 4;109483;19.08.2014;0-1 m;S;7486;Chara aspera;HK1-5;4;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 4;109483;19.08.2014;0-1 m;S;7170;Chara contraria;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 4;109483;19.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 5;109488;19.08.2014;0-1 m;S;7486;Chara aspera;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 5;109488;19.08.2014;0-1 m;S;7170;Chara contraria;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 5;109488;19.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 5;109488;19.08.2014;0-1 m;S;7467;Chara globularis;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 5;109488;19.08.2014;0-1 m;S;7609;Chara contraria var. hispidula;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 6;109493;19.08.2014;0-1 m;S;7467;Chara globularis;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 11;109518;22.08.2014;0-1 m;S;2000;Fontinalis antipyretica;HK1-5;3;Bryophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 7;109498;22.08.2014;0-1 m;S;7486;Chara aspera;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 7;109498;22.08.2014;0-1 m;S;7170;Chara contraria;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 7;109498;22.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 7;109498;22.08.2014;0-1 m;S;7467;Chara globularis;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 7;109498;22.08.2014;0-1 m;S;7905;Nitella opaca;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 8;109503;22.08.2014;0-1 m;S;7467;Chara globularis;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 9;109508;22.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;4;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 9;109508;22.08.2014;0-1 m;S;7467;Chara globularis;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 10;109513;22.08.2014;0-1 m;S;7468;Chara intermedia;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 10;109513;22.08.2014;0-1 m;S;7609;Chara contraria var. hispidula;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 10;109513;22.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 10;109513;22.08.2014;0-1 m;S;17615;Chara virgata;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 10;109513;22.08.2014;0-1 m;S;7467;Chara globularis;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 11;109518;22.08.2014;0-1 m;S;7486;Chara aspera;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 11;109518;22.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;4;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 7;109498;22.08.2014;0-1 m;S;2007;Zannichellia palustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 7;109498;22.08.2014;0-1 m;S;2004;Ranunculus trichophyllus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 8;109503;22.08.2014;0-1 m;S;2011;Elodea canadensis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 8;109503;22.08.2014;0-1 m;S;2973;Potamogeton berchtoldii;HK1-5;3;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 8;109503;22.08.2014;0-1 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 8;109503;22.08.2014;0-1 m;S;2699;Myriophyllum verticillatum;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 8;109503;22.08.2014;0-1 m;S;2016;Hippuris vulgaris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 8;109503;22.08.2014;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 8;109503;22.08.2014;0-1 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 8;109503;22.08.2014;0-1 m;S;2036;Callitriche;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 9;109508;22.08.2014;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 9;109508;22.08.2014;0-1 m;S;2664;Potamogeton pusillus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 9;109508;22.08.2014;0-1 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 9;109508;22.08.2014;0-1 m;S;2007;Zannichellia palustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 9;109508;22.08.2014;0-1 m;S;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 10;109513;22.08.2014;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;3;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 10;109513;22.08.2014;0-1 m;S;2007;Zannichellia palustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 10;109513;22.08.2014;0-1 m;S;2016;Hippuris vulgaris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 10;109513;22.08.2014;0-1 m;S;2699;Myriophyllum verticillatum;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 11;109518;22.08.2014;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 11;109518;22.08.2014;0-1 m;S;2021;Nuphar lutea;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 12;109523;25.08.2014;0-1 m;S;7486;Chara aspera;HK1-5;3;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 12;109523;25.08.2014;0-1 m;S;7609;Chara contraria var. hispidula;HK1-5;1;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 13;109528;25.08.2014;0-1 m;S;7486;Chara aspera;HK1-5;3;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 13;109528;25.08.2014;0-1 m;S;7473;Chara tomentosa;HK1-5;2;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 14;109533;25.08.2014;0-1 m;S;7609;Chara contraria var. hispidula;HK1-5;4;Charales;0;4;Alpine;4;2014
Tegernsee;Transekt 12;109523;25.08.2014;0-1 m;S;2061;Potamogeton filiformis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 12;109523;25.08.2014;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 12;109523;25.08.2014;0-1 m;S;2023;Potamogeton perfoliatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 12;109523;25.08.2014;0-1 m;S;2024;Ranunculus circinatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 12;109523;25.08.2014;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 12;109523;25.08.2014;0-1 m;S;2083;Utricularia;HK1-5;2;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 13;109528;25.08.2014;0-1 m;S;2061;Potamogeton filiformis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 13;109528;25.08.2014;0-1 m;S;2022;Phragmites australis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 13;109528;25.08.2014;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 14;109533;25.08.2014;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2014
Tegernsee;Transekt 1;109466;27.07.2017;0-1 m;S;7486;Chara aspera;HK1-5;4;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 1;109466;27.07.2017;0-1 m;S;7170;Chara contraria;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 1;109466;27.07.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 2;109473;27.07.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;4;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 2;109473;27.07.2017;0-1 m;S;7486;Chara aspera;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 2;109473;27.07.2017;0-1 m;S;7170;Chara contraria;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 4;109483;27.07.2017;0-1 m;S;7486;Chara aspera;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 4;109483;27.07.2017;0-1 m;S;7170;Chara contraria;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 4;109483;27.07.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 13;109528;27.07.2017;0-1 m;S;7486;Chara aspera;HK1-5;4;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 13;109528;27.07.2017;0-1 m;S;7170;Chara contraria;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 13;109528;27.07.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;1;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 14;109533;27.07.2017;0-1 m;S;7486;Chara aspera;HK1-5;4;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 14;109533;27.07.2017;0-1 m;S;7170;Chara contraria;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 14;109533;27.07.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 2;109473;27.07.2017;0-1 m;S;2061;Potamogeton filiformis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 4;109483;27.07.2017;0-1 m;S;2571;Utricularia australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 4;109483;27.07.2017;0-1 m;S;2007;Zannichellia palustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 14;109533;27.07.2017;0-1 m;S;2061;Potamogeton filiformis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 14;109533;27.07.2017;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 11;109518;28.07.2017;0-1 m;S;2000;Fontinalis antipyretica;HK1-5;4;Bryophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 11;109518;28.07.2017;0-1 m;S;7486;Chara aspera;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 11;109518;28.07.2017;0-1 m;S;7170;Chara contraria;HK1-5;1;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 11;109518;28.07.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;4;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 12;109523;28.07.2017;0-1 m;S;7486;Chara aspera;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 12;109523;28.07.2017;0-1 m;S;7170;Chara contraria;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 12;109523;28.07.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 12;109523;28.07.2017;0-1 m;S;7948;Chara hispida;HK1-5;1;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 11;109518;28.07.2017;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 11;109518;28.07.2017;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 11;109518;28.07.2017;0-1 m;S;2023;Potamogeton perfoliatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 11;109518;28.07.2017;0-1 m;S;2664;Potamogeton pusillus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 12;109523;28.07.2017;0-1 m;S;2001;Potamogeton pectinatus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 12;109523;28.07.2017;0-1 m;S;2571;Utricularia australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 12;109523;28.07.2017;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 7;109498;14.08.2017;0-1 m;S;2000;Fontinalis antipyretica;HK1-5;2;Bryophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 10;109513;14.08.2017;0-1 m;S;2000;Fontinalis antipyretica;HK1-5;1;Bryophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 3;109478;14.08.2017;0-1 m;S;7486;Chara aspera;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 3;109478;14.08.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 6;109493;14.08.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;4;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 6;109493;14.08.2017;0-1 m;S;7948;Chara hispida;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 6;109493;14.08.2017;0-1 m;S;7467;Chara globularis;HK1-5;1;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 7;109498;14.08.2017;0-1 m;S;7486;Chara aspera;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 7;109498;14.08.2017;0-1 m;S;7170;Chara contraria;HK1-5;1;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 7;109498;14.08.2017;0-1 m;S;7467;Chara globularis;HK1-5;1;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 7;109498;14.08.2017;0-1 m;S;7947;Chara vulgaris;HK1-5;1;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 8;109503;14.08.2017;0-1 m;S;17615;Chara virgata;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 9;109508;14.08.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;4;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 9;109508;14.08.2017;0-1 m;S;7948;Chara hispida;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 10;109513;14.08.2017;0-1 m;S;7170;Chara contraria;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 10;109513;14.08.2017;0-1 m;S;7473;Chara tomentosa;HK1-5;2;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 10;109513;14.08.2017;0-1 m;S;7948;Chara hispida;HK1-5;1;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 10;109513;14.08.2017;0-1 m;S;7486;Chara aspera;HK1-5;1;Charales;0;4;Alpine;4;2017
Tegernsee;Transekt 3;109478;14.08.2017;0-1 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 6;109493;14.08.2017;0-1 m;S;2016;Hippuris vulgaris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 6;109493;14.08.2017;0-1 m;S;2699;Myriophyllum verticillatum;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 6;109493;14.08.2017;0-1 m;S;2061;Potamogeton filiformis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 6;109493;14.08.2017;0-1 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 7;109498;14.08.2017;0-1 m;S;2007;Zannichellia palustris;HK1-5;3;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 7;109498;14.08.2017;0-1 m;S;2061;Potamogeton filiformis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 7;109498;14.08.2017;0-1 m;S;2664;Potamogeton pusillus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 8;109503;14.08.2017;0-1 m;S;2021;Nuphar lutea;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 8;109503;14.08.2017;0-1 m;S;2973;Potamogeton berchtoldii;HK1-5;4;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 8;109503;14.08.2017;0-1 m;S;2036;Callitriche;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 8;109503;14.08.2017;0-1 m;S;2024;Ranunculus circinatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 8;109503;14.08.2017;0-1 m;S;2016;Hippuris vulgaris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 8;109503;14.08.2017;0-1 m;S;2011;Elodea canadensis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 8;109503;14.08.2017;0-1 m;S;2270;Elodea nuttallii;HK1-5;3;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 8;109503;14.08.2017;0-1 m;S;2571;Utricularia australis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 9;109508;14.08.2017;0-1 m;S;2270;Elodea nuttallii;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 9;109508;14.08.2017;0-1 m;S;2011;Elodea canadensis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 9;109508;14.08.2017;0-1 m;S;2061;Potamogeton filiformis;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 9;109508;14.08.2017;0-1 m;S;2007;Zannichellia palustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 9;109508;14.08.2017;0-1 m;S;2973;Potamogeton berchtoldii;HK1-5;2;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 10;109513;14.08.2017;0-1 m;S;2007;Zannichellia palustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2017
Tegernsee;Transekt 1;109466;06.08.2007;1-2 m;S;7486;Chara aspera;HK1-5;1;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 1;109466;06.08.2007;1-2 m;S;7473;Chara tomentosa;HK1-5;1;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 1;109466;06.08.2007;1-2 m;S;7170;Chara contraria;HK1-5;1;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 2;109473;06.08.2007;1-2 m;S;7486;Chara aspera;HK1-5;2;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 2;109473;06.08.2007;1-2 m;S;7473;Chara tomentosa;HK1-5;4;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 13;109528;06.08.2007;1-2 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 13;109528;06.08.2007;1-2 m;S;7170;Chara contraria;HK1-5;1;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 14;109533;06.08.2007;1-2 m;S;7486;Chara aspera;HK1-5;1;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 14;109533;06.08.2007;1-2 m;S;7473;Chara tomentosa;HK1-5;5;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 1;109466;06.08.2007;1-2 m;S;2025;Schoenoplectus lacustris;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 2;109473;06.08.2007;1-2 m;S;2061;Potamogeton filiformis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 13;109528;06.08.2007;1-2 m;S;2023;Potamogeton perfoliatus;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 3;109478;13.08.2007;1-2 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 3;109478;13.08.2007;1-2 m;S;7170;Chara contraria;HK1-5;1;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 4;109483;13.08.2007;1-2 m;S;7486;Chara aspera;HK1-5;5;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 4;109483;13.08.2007;1-2 m;S;7473;Chara tomentosa;HK1-5;4;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 4;109483;13.08.2007;1-2 m;S;7170;Chara contraria;HK1-5;5;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 5;109488;13.08.2007;1-2 m;S;7905;Nitella opaca;HK1-5;3;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 5;109488;13.08.2007;1-2 m;S;7473;Chara tomentosa;HK1-5;3;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 5;109488;13.08.2007;1-2 m;S;7170;Chara contraria;HK1-5;5;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 6;109493;13.08.2007;1-2 m;S;7473;Chara tomentosa;HK1-5;5;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 6;109493;13.08.2007;1-2 m;S;7948;Chara hispida;HK1-5;1;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 7;109498;13.08.2007;1-2 m;S;7170;Chara contraria;HK1-5;3;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 7;109498;13.08.2007;1-2 m;S;7473;Chara tomentosa;HK1-5;2;Charales;0;4;Alpine;4;2007
Tegernsee;Transekt 3;109478;13.08.2007;1-2 m;S;2025;Schoenoplectus lacustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 3;109478;13.08.2007;1-2 m;S;2011;Elodea canadensis;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 3;109478;13.08.2007;1-2 m;S;2007;Zannichellia palustris;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 4;109483;13.08.2007;1-2 m;S;2664;Potamogeton pusillus;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 4;109483;13.08.2007;1-2 m;S;2023;Potamogeton perfoliatus;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 5;109488;13.08.2007;1-2 m;S;2664;Potamogeton pusillus;HK1-5;4;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 5;109488;13.08.2007;1-2 m;S;2023;Potamogeton perfoliatus;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 5;109488;13.08.2007;1-2 m;S;2005;Myriophyllum spicatum;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 6;109493;13.08.2007;1-2 m;S;2270;Elodea nuttallii;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 7;109498;13.08.2007;1-2 m;S;2973;Potamogeton berchtoldii;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 7;109498;13.08.2007;1-2 m;S;2061;Potamogeton filiformis;HK1-5;3;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 7;109498;13.08.2007;1-2 m;S;2005;Myriophyllum spicatum;HK1-5;2;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 8;109503;13.08.2007;1-2 m;S;2270;Elodea nuttallii;HK1-5;5;Spermatophyta;0;4;Alpine;4;2007
Tegernsee;Transekt 8;109503;13.08.2007;1-2 m;S;2664;Potamogeton pusillus;HK1-5;1;Spermatophyta;0;4;Alpine;4;2007
